공간지리식별번호,지형지물부호,관리번호,행정동읍면코드,도엽번호,관리기관코드,도로구간 번호,자전거 도로명,연장,폭원,국비재원,시군비 재원,기타재원,경계 정류,공사번호,대장초기화여부,설치일자,자전거도로 구분,위치구분,자전거도로 재질,위도,경도
521,AE543,8,4143010800,377090693A,MNG001,28,,177.5299988,1,0,0,0,DWY001,,1,,CGB002,DRT002,SMW006,201100.9409,533820.3009
522,AE543,7,4143010800,377090693B,MNG001,28,,69.83999634,1,0,0,0,DWY001,,1,,CGB002,DRT001,SMW006,201141.7102,533838.5943
523,AE543,140,4143010800,377090694A,MNG001,28,,334.7000122,1,0,0,0,DWY001,,1,,CGB002,DRT002,SMW006,201334.0724,533915.1509
524,AE543,141,4143010800,377090684C,MNG001,28,,117.8000031,1,0,0,0,DWY001,,1,,CGB002,DRT002,SMW006,201534.6296,534034.4855
525,AE543,139,4143010800,377090694A,MNG001,28,,443.5499878,1,0,0,0,DWY001,,1,,CGB002,DRT001,SMW006,201379.8886,533955.5309
526,AE543,12,4143010800,377090684D,MNG001,28,,25.36000061,1,0,0,0,DWY001,,1,,CGB002,DRT002,SMW006,201594.1812,534074.0578
527,AE543,13,4143010800,377090684D,MNG001,28,,54.27999878,1,0,0,0,DWY001,,1,,CGB002,DRT002,SMW006,201628.4899,534106.2023
528,AE543,14,4143010800,377090684D,MNG001,1013,,24.95999908,1,0,0,0,DWY001,,1,,CGB002,DRT002,SMW006,201670.8752,534127.0759
590,AE543,2009,4143010800,376121530A,MNG001,2,,144.3399963,1.30999994,0,0,0,DWY001,,1,2008-01-01,CGB002,DRT001,SMW008,199581.8152,532249.6433
593,AE543,2003,4143010800,376121530B,MNG001,4,,120.3099976,1.36000001,0,0,0,DWY001,,1,2008-01-01,CGB001,DRT001,SMW008,199898.1252,532172.7569
594,AE543,2002,4143010800,376121530B,MNG001,4,,13.02999973,1.49000001,0,0,0,DWY001,,1,2008-01-01,CGB001,DRT001,SMW008,199970.7581,532155.1363
595,AE543,2001,4143010800,376121530A,MNG001,3,,163.3500061,1.37,0,0,0,DWY001,,1,2008-01-01,CGB001,DRT001,SMW008,199749.0295,532209.0084
596,AE543,51,4143010700,376121545A,MNG001,364,,162.8600006,1.5,0,0,0,DWY001,,1,,CGB002,DRT001,SMW999,197422.5142,530919.7214
597,AE543,97,4143010700,376121545C,MNG001,230,,212.5399933,1.5,0,0,0,DWY001,,1,,CGB002,DRT001,SMW999,197513.3432,530873.0498
598,AE543,100,4143010700,376121545B,MNG001,232,,61.95000076,1.5,0,0,0,DWY001,,1,,CGB002,DRT001,SMW999,197652.3393,531091.4962
599,AE543,49,4143010700,376121545A,MNG001,945,,358.0599976,1.5,0,0,0,DWY001,,1,,CGB002,DRT002,SMW999,197391.1401,531027.7927
600,AE543,142,4143010700,376121545A,MNG001,212,,160.9700012,1.5,0,0,0,DWY001,,1,,CGB002,DRT002,SMW999,197560.0118,531152.7655
610,AE543,2007240004,4143010900,376121507D,MNG001,2007240004,대로1-5호선,99.88,1.5,0,0,0,DWY001,,1,2019-01-01,CGB002,DRT002,SMW999,198571.4783,532946.1546
611,AE543,2007240005,4143010900,376121507D,MNG001,2007240004,대로1-5호선,47.21,1.5,0,0,0,DWY001,,1,2019-01-01,CGB002,DRT002,SMW999,198495.4421,533018.4012
612,AE543,2007240006,4143010900,376121518A,MNG001,200173,대로1-5호선,116.9,1.5,0,0,0,DWY001,,1,2020-01-01,CGB002,DRT002,SMW999,198780.701,532693.9623
139,AE543,911001,4143010600,377091142B,MNG001,911035,,804.7600098,1.70000005,0,0,0,DWY001,,1,2018-01-01,CGB002,DRT002,SMW999,200787.066,531224.9767
616,AE543,2007300163,4143010600,377091154A,MNG001,2007300029,,10.02000046,1.35000002,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,201353.1911,530424.7095
617,AE543,2007300254,4143010600,377091142C,MNG001,2007300191,,9.77999973,1.36000001,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,200662.2026,530693.0332
618,AE543,2007300255,4143010600,377091142C,MNG001,2007300191,,51.15999985,1.36000001,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,200651.9205,530757.4791
619,AE543,2007300256,4143010600,377091142C,MNG001,2007300191,,75.69000244,1.44000006,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,200646.1038,530831.9146
620,AE543,2007300257,4143010600,377091142D,MNG001,2007300191,,77.73000336,1.39999998,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,200686.0963,530721.2582
621,AE543,2007300258,4143010600,377091142D,MNG001,2007300191,,10.09000015,1.40999997,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,200692.5723,530675.079
622,AE543,2007300259,4143010600,377091142D,MNG001,2007300191,,45.24000168,1.41999996,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,200688.7245,530644.297
623,AE543,2007300260,4143010600,377091152B,MNG001,2007300005,,76.22000122,1.44000006,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,200722.6596,530587.7206
624,AE543,2007300261,4143010600,377091152B,MNG001,2007300005,,78.04000092,1.59000003,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,200712.3306,530569.4152
625,AE543,2007300262,4143010600,377091152A,MNG001,2007300175,,73.58999634,1.40999997,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,200626.793,530543.1865
626,AE543,2007300263,4143010600,377091152A,MNG001,2007300177,,175.5399933,1.34000003,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,200498.2232,530494.5426
627,AE543,2007300164,4143010600,377091154A,MNG001,2007300029,,20.19000053,1.44000006,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,201369.6363,530428.7032
628,AE543,2007300264,4143010600,377091152B,MNG001,2007300102,,18.97999954,1.96000004,0,0,0,DWY003,,1,2017-12-31,CGB003,DRT003,SMW007,200767.7707,530571.4517
629,AE543,2007300265,4143010600,377091152B,MNG001,2007300103,,17.62999916,2.04999995,0,0,0,DWY003,,1,2017-12-31,CGB003,DRT003,SMW007,200773.957,530559.127
608,AE543,2007240002,4143010900,376121518A,MNG001,2007240003,대로1-5호선,111.82,1.5,0,0,0,DWY001,,1,2019-01-01,CGB001,DRT002,SMW999,198693.8289,532824.4359
559,AE543,2208,4143010900,376121507A,MNG001,30001,,41.43000031,2.4000001,0,0,0,DWY001,,1,,CGB002,DRT001,SMW999,198379.8191,533177.2628
560,AE543,2207,4143010900,376121507A,MNG001,30001,,33.08000183,2.74000001,0,0,0,DWY003,,1,,CGB001,DRT003,SMW007,198382.3112,533150.677
561,AE543,2206,4143010900,376121507C,MNG001,30001,,32.88000107,2.94000006,0,0,0,DWY003,,1,,CGB003,DRT003,SMW007,198407.3147,533129.0169
562,AE543,2205,4143010900,376121507D,MNG001,30001,,29.10000038,2.72000003,0,0,0,DWY003,,1,,CGB001,DRT003,SMW007,198625.7569,532921.1194
564,AE543,2203,4143010900,376121507D,MNG001,30001,,278.7799988,2.36999989,0,0,0,DWY001,,1,,CGB002,DRT001,SMW999,198529.0622,533035.7981
565,AE543,2201,4143010900,376121507D,MNG001,30012,,22.95999908,1.66999996,0,0,0,DWY003,,1,,CGB001,DRT003,SMW007,198653.8406,532920.7963
609,AE543,2007240003,4143010300,376121507D,MNG001,2007240011,대로1-5호선,18.73,1.5,0,0,0,DWY003,,1,2019-01-01,CGB001,DRT003,SMW007,198626.7138,532892.8467
572,AE543,2051,4143010900,376121507A,MNG001,1,안양판교로자전거도로,17.79999924,1.10000002,0,0,0,DWY003,,1,2011-04-01,CGB001,DRT003,SMW008,198416.5899,533149.1781
573,AE543,2049,4143010900,376121507C,MNG001,1,안양판교로자전거도로,86,1.60000002,0,0,0,DWY001,,1,2011-04-01,CGB002,DRT002,SMW008,198423.2435,533092.4271
574,AE543,2046,4143056000,376121530B,MNG001,4,안양판교로자전거도로,197.8999939,1.39999998,0,0,0,DWY001,,1,2011-04-01,CGB002,DRT002,SMW008,199892.357,532137.9498
577,AE543,2033,4143010800,376121529B,MNG001,2014,,22.65999985,1.30999994,0,0,0,DWY001,,1,2008-01-01,CGB002,DRT002,SMW008,199510.9649,532276.5903
686,AE543,2007300176,4143010600,377091153A,MNG001,2007300015,,99.72000122,1.29999995,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,200931.5643,530440.7581
687,AE543,2007300177,4143010600,377091152C,MNG001,2007300008,,51.84000015,1.39999998,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,200577.8062,530103.1682
688,AE543,2007300178,4143010600,377091152C,MNG001,2007300008,,55.58000183,1.32000005,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,200498.8568,530133.4042
689,AE543,2007300179,4143010600,377091152C,MNG001,2007300008,,6.13999987,1.36000001,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,200463.7643,530146.0617
690,AE543,2007300180,4143010600,377091151D,MNG001,2007300008,,25.04999924,1.37,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,200433.6573,530155.2335
691,AE543,2007300181,4143010600,377091161B,MNG001,2007300114,,28.04999924,1.42999995,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,200229.2749,529833.0753
692,AE543,2007300182,4143010600,377091161B,MNG001,2007300114,,9.69999981,1.33000004,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,200230.997,529855.1943
693,AE543,2007300156,4143010600,377091161A,MNG001,2007300186,,32,2.06999993,0,0,0,DWY003,,1,2017-12-31,CGB003,DRT003,SMW007,200201.6541,530047.1595
694,AE543,2007300183,4143010600,377091161B,MNG001,2007300114,,158.3099976,1.46000004,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,200268.0525,529932.3394
695,AE543,2007300184,4143010600,377091161B,MNG001,2007300114,,166.9400024,1.40999997,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,200282.3509,529927.555
696,AE543,2007300185,4143010600,377091161B,MNG001,2007300114,,9.88000011,1.33000004,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,200248.7303,529845.3237
697,AE543,2007300186,4143010600,377091161B,MNG001,2007300114,,26.97999954,1.44000006,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,200244.0294,529824.1456
698,AE543,2007300187,4143010600,377091142D,MNG001,2007300191,,65.81999969,1.54999995,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,200675.8017,530832.9823
699,AE543,2007300188,4143010600,377091161A,MNG001,2007300118,,9.51000023,1.46000004,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,200191.4342,529818.1567
700,AE543,2007300189,4143010600,377091151D,MNG001,2007300180,,14.73999977,2.00999999,0,0,0,DWY003,,1,2017-12-31,CGB003,DRT003,SMW007,200245.3737,530309.018
701,AE543,2007300190,4143010600,377091151D,MNG001,2007300180,,31.42000008,2.02999997,0,0,0,DWY003,,1,2017-12-31,CGB003,DRT003,SMW007,200233.9741,530321.9943
702,AE543,2007300191,4143010600,377091151C,MNG001,2007300180,,47.31000137,2.03999996,0,0,0,DWY003,,1,2017-12-31,CGB003,DRT003,SMW007,200217.932,530318.2143
703,AE543,2007300192,4143010600,377091151B,MNG001,2007300177,,18.19000053,1.44000006,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,200374.4019,530489.5246
704,AE543,2007300157,4143010600,377091153C,MNG001,2007300018,,44.81999969,0.91000003,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,200906.3955,530339.8518
705,AE543,2007300193,4143010600,377091151B,MNG001,2007300177,,24.25,1.48000002,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,200387.0834,530461.2888
706,AE543,2007300194,4143010600,377091151D,MNG001,2007300008,,44.63000107,2.03999996,0,0,0,DWY003,,1,2017-12-31,CGB003,DRT003,SMW007,200410.7506,530168.8473
707,AE543,2007300195,4143010600,377091153A,MNG001,2007300013,,12.38000011,2.0999999,0,0,0,DWY003,,1,2017-12-31,CGB003,DRT003,SMW007,200903.8649,530383.0021
630,AE543,2007300266,4143010600,377091152B,MNG001,2007300020,,13.56999969,1.95000005,0,0,0,DWY003,,1,2017-12-31,CGB003,DRT003,SMW007,200794.954,530567.9606
631,AE543,2007300267,4143010600,377091152B,MNG001,2007300020,,59.15999985,1.39999998,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,200834.2146,530566.5445
632,AE543,2007300268,4143010600,377091152B,MNG001,2007300022,,13.25,2.01999998,0,0,0,DWY003,,1,2017-12-31,CGB003,DRT003,SMW007,200867.1835,530547.9759
633,AE543,2007300269,4143010600,377091152B,MNG001,2007300022,,10.52999973,1.96000004,0,0,0,DWY003,,1,2017-12-31,CGB003,DRT003,SMW007,200877.3509,530552.4622
634,AE543,2007300270,4143010600,377091152B,MNG001,2007300022,,14.31999969,1.94000006,0,0,0,DWY003,,1,2017-12-31,CGB003,DRT003,SMW007,200881.1177,530542.0391
635,AE543,2007300271,4143010600,377091152B,MNG001,2007300022,,10.11999989,1.92999995,0,0,0,DWY003,,1,2017-12-31,CGB003,DRT003,SMW007,200872.1517,530537.0287
636,AE543,2007300272,4143010600,377091152B,MNG001,2007300020,,58.31999969,1.42999995,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,200827.6607,530552.2862
637,AE543,2007300273,4143010600,377091151D,MNG001,2007300131,,33.41999817,1.36000001,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,200253.4037,530189.3954
638,AE543,2007300165,4143010600,377091154A,MNG001,2007300024,,35.47999954,1.36000001,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,201427.8481,530447.3429
639,AE543,2007300274,4143010600,377091151D,MNG001,2007300130,,9.56000042,2.13000011,0,0,0,DWY003,,1,2017-12-31,CGB003,DRT003,SMW007,200264.7295,530202.3293
640,AE543,2007300275,4143010600,377091151D,MNG001,2007300114,,157.3999939,1.39999998,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,200283.6029,530096.265
641,AE543,2007300276,4143010600,377091151D,MNG001,2007300114,,154.6000061,1.44000006,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,200300.2446,530096.5145
642,AE543,2007300277,4143010600,377091151D,MNG001,2007300111,,139.0700073,1.32000005,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,200337.9446,530270.016
643,AE543,2007300278,4143010600,377091151D,MNG001,2007300110,,18.21999931,2.0999999,0,0,0,DWY003,,1,2017-12-31,CGB003,DRT003,SMW007,200384.7652,530327.2301
644,AE543,2007300279,4143010600,377091151D,MNG001,2007300055,,20.87000084,2.02999997,0,0,0,DWY003,,1,2017-12-31,CGB003,DRT003,SMW007,200387.2153,530342.0807
645,AE543,2007300280,4143010600,377091151D,MNG001,2007300110,,15.67000008,2.1099999,0,0,0,DWY003,,1,2017-12-31,CGB003,DRT003,SMW007,200403.2277,530340.4129
646,AE543,2007300281,4143010600,377091151D,MNG001,2007300111,,127.1699982,1.39999998,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,200354.0435,530260.8547
647,AE543,2007300282,4143010600,377091151D,MNG001,2007300110,,20.64999962,1.41999996,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,200398.8309,530330.0101
648,AE543,2007300283,4143010600,377091152A,MNG001,2007300108,,111.9700012,1.46000004,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,200466.548,530355.8249
649,AE543,2007300166,4143010600,377091154A,MNG001,2007300029,,9.73999977,1.42999995,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,201373.4757,530441.6129
650,AE543,2007300284,4143010600,377091152A,MNG001,2007300108,,87.80999756,1.41999996,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,200568.9455,530389.1665
651,AE543,2007300285,4143010600,377091152B,MNG001,2007300106,,120.5599976,1.45000005,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,200685.5788,530443.7441
652,AE543,2007300286,4143010600,377091152B,MNG001,2007300105,,12.93000031,2.06999993,0,0,0,DWY003,,1,2017-12-31,CGB003,DRT003,SMW007,200743.9244,530491.1127
653,AE543,2007300287,4143010600,377091152B,MNG001,2007300103,,57.04999924,1.39999998,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,200765.877,530524.2026
654,AE543,2007300288,4143010600,377091152B,MNG001,2007300103,,50.34000015,1.41999996,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,200752.2892,530531.386
655,AE543,2007300289,4143010600,377091152B,MNG001,2007300106,,113.1500015,1.44000006,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,200676.017,530456.824
656,AE543,2007300290,4143010600,377091152A,MNG001,2007300108,,85.08000183,1.40999997,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,200563.9494,530403.7371
657,AE543,2007300291,4143010600,377091151B,MNG001,2007300108,,90.15000153,1.42999995,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,200449.5278,530366.9762
658,AE543,2007300292,4143010600,377091153A,MNG001,2007300019,,82.27999878,1.40999997,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,200929.318,530526.5017
659,AE543,2007300293,4143010600,377091153A,MNG001,2007300019,,76.02999878,1.40999997,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,200918.6467,530514.7677
660,AE543,2007300167,4143010600,377091154A,MNG001,2007300029,,10.02000046,1.34000003,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,201360.4972,530442.3476
661,AE543,2007300294,4143010600,377091153A,MNG001,2007300030,,64.70999908,2.05999994,0,0,0,DWY003,,1,2017-12-31,CGB003,DRT003,SMW007,200975.4666,530491.9595
662,AE543,2007300295,4143010600,377091153A,MNG001,2007300086,,10.02000046,2.04999995,0,0,0,DWY003,,1,2017-12-31,CGB003,DRT003,SMW007,201093.0161,530462.5535
663,AE543,2007300296,4143010600,377091153A,MNG001,2007300088,,55.29000092,1.44000006,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,201023.2995,530479.6674
664,AE543,2007300297,4143010600,377091153A,MNG001,2007300088,,42.93000031,1.40999997,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,201007.9715,530471.2558
665,AE543,2007300298,4143010600,377091153A,MNG001,2007300088,,10.07999992,1.32000005,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,201034.3683,530461.1801
666,AE543,2007300299,4143010600,377091153A,MNG001,2007300088,,41.54999924,1.44000006,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,201063.6501,530458.6167
667,AE543,2007300300,4143010600,377091153A,MNG001,2007300088,,22.03000069,1.40999997,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,201075.6144,530469.7521
668,AE543,2007300301,4143010600,377091153A,MNG001,2007300088,,9.93000031,1.32000005,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,201057.721,530473.7926
669,AE543,2007300302,4143010600,377091161A,MNG001,2007300187,,118.199997,1.41999996,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,200157.1567,529903.6365
670,AE543,2007300303,4143010600,377091161A,MNG001,2007300189,,48.09999847,2.04999995,0,0,0,DWY003,,1,2017-12-31,CGB003,DRT003,SMW007,200161.3866,529829.3803
671,AE543,2007300168,4143010600,377091154A,MNG001,2007300029,,50.72000122,1.38999999,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,201327.4598,530436.7547
672,AE543,2007300304,4143010600,377091161A,MNG001,2007300189,,22.59000015,2.02999997,0,0,0,DWY003,,1,2017-12-31,CGB003,DRT003,SMW007,200159.3422,529812.3357
673,AE543,2007300305,4143010600,377091161A,MNG001,2007300118,,13.34000015,1.42999995,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,200183.4497,529804.3926
674,AE543,2007300306,4143010600,377091161C,MNG001,2007300116,,17.62000084,1.44000006,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,200219.5133,529794.0409
675,AE543,2007300307,4143010600,377091151B,MNG001,2007300178,,31.70999908,1.30999994,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,200260.0747,530414.8538
676,AE543,2007300308,4143010600,377091151B,MNG001,2007300178,,31.25,1.24000001,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,200289.6483,530447.6768
677,AE543,2007300309,4143010600,377091153A,MNG001,2007300086,,13.06999969,1.94000006,0,0,0,DWY003,,1,2017-12-31,CGB003,DRT003,SMW007,201102.8116,530467.1833
678,AE543,2007300310,4143010600,377091153A,MNG001,2007300086,,17.19000053,1.42999995,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,201103.2392,530453.0775
679,AE543,2007300169,4143010600,377091153B,MNG001,2007300082,,149.9799957,1.41999996,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,201191.7223,530448.0026
680,AE543,2007300170,4143010600,377091153A,MNG001,2007300018,,13.57999992,2.1400001,0,0,0,DWY003,,1,2017-12-31,CGB003,DRT003,SMW007,200908.0775,530371.1765
681,AE543,2007300171,4143010600,377091153A,MNG001,2007300013,,12.85999966,2.08999991,0,0,0,DWY003,,1,2017-12-31,CGB003,DRT003,SMW007,200916.8537,530373.9034
682,AE543,2007300172,4143010600,377091153A,MNG001,2007300013,,13.13000011,2.08999991,0,0,0,DWY003,,1,2017-12-31,CGB003,DRT003,SMW007,200912.7595,530386.0984
683,AE543,2007300173,4143010600,377091151B,MNG001,2007300055,,93.27999878,1.47000003,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,200370.8241,530394.2143
684,AE543,2007300174,4143010600,377091151B,MNG001,2007300055,,93.12999725,1.38999999,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,200353.162,530385.8979
685,AE543,2007300175,4143010600,377091153A,MNG001,2007300015,,98.87999725,1.33000004,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,200944.198,530432.7749
708,AE543,2007300196,4143010600,377091152D,MNG001,2007300018,,38.43000031,2.1099999,0,0,0,DWY003,,1,2017-12-31,CGB003,DRT003,SMW007,200877.8356,530266.5533
709,AE543,2007300197,4143010600,377091152D,MNG001,2007300012,,33.91999817,2.25,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,200753.1315,530118.4968
710,AE543,2007300198,4143010600,377091152D,MNG001,2007300009,,2.04999995,1.26999998,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,200782.3872,530133.9601
711,AE543,2007300199,4143010600,377091152D,MNG001,2007300009,,8.75,1.41999996,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,200800.2093,530146.5243
712,AE543,2007300200,4143010600,377091152D,MNG001,2007300009,,14.39000034,2.03999996,0,0,0,DWY003,,1,2017-12-31,CGB003,DRT003,SMW007,200818.0751,530162.0199
713,AE543,2007300201,4143010600,377091152D,MNG001,2007300009,,16.20999908,1.36000001,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,200832.6,530176.2818
714,AE543,2007300202,4143010600,377091152D,MNG001,2007300009,,40.09999847,1.37,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,200814.7616,530179.504
715,AE543,2007300158,4143010600,377091153B,MNG001,2007300086,,9.60999966,2.0999999,0,0,0,DWY003,,1,2017-12-31,CGB003,DRT003,SMW007,201110.4489,530460.1605
716,AE543,2007300203,4143010600,377091152C,MNG001,2007300014,,15.48999977,2.07999992,0,0,0,DWY003,,1,2017-12-31,CGB003,DRT003,SMW007,200619.7972,530095.1199
717,AE543,2007300204,4143010600,377091152D,MNG001,2007300011,,38.59999847,1.39999998,0,0,0,DWY001,,1,2017-12-31,CGB003,DRT001,SMW920,200655.2278,530093.9974
718,AE543,2007300205,4143010600,377091152D,MNG001,2007300011,,39.09000015,1.35000002,0,0,0,DWY001,,1,2017-12-31,CGB003,DRT001,SMW920,200703.3753,530100.6856
719,AE543,2007300206,4143010600,377091152C,MNG001,2007300014,,11.93999958,2.11999989,0,0,0,DWY003,,1,2017-12-31,CGB003,DRT003,SMW007,200610.7309,530103.4944
720,AE543,2007300207,4143010600,377091152C,MNG001,2007300014,,14.19999981,2.05999994,0,0,0,DWY003,,1,2017-12-31,CGB003,DRT003,SMW007,200620.0844,530109.4145
721,AE543,2007300208,4143010600,377091152C,MNG001,2007300014,,12.56000042,2.0999999,0,0,0,DWY003,,1,2017-12-31,CGB003,DRT003,SMW007,200628.7478,530101.284
722,AE543,2007300209,4143010600,377091152C,MNG001,2007300008,,44.90999985,1.44000006,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,200582.9402,530117.0667
723,AE543,2007300210,4143010600,377091152C,MNG001,2007300008,,16.87000084,2.05999994,0,0,0,DWY003,,1,2017-12-31,CGB003,DRT003,SMW007,200548.0155,530128.5453
724,AE543,2007300211,4143010600,377091152C,MNG001,2007300008,,11.25,2.08999991,0,0,0,DWY003,,1,2017-12-31,CGB003,DRT003,SMW007,200535.5063,530126.4269
725,AE543,2007300212,4143010600,377091152C,MNG001,2007300008,,15.35000038,2.07999992,0,0,0,DWY003,,1,2017-12-31,CGB003,DRT003,SMW007,200541.8532,530116.0973
726,AE543,2007300159,4143010600,377091154A,MNG001,2007300031,,10.88000011,2.17000008,0,0,0,DWY003,,1,2017-12-31,CGB003,DRT003,SMW007,201387.1263,530437.0504
727,AE543,2007300213,4143010600,377091152C,MNG001,2007300008,,57.29000092,1.48000002,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,200504.4291,530147.1942
728,AE543,2007300214,4143010600,377091151D,MNG001,2007300008,,21.29999924,1.46000004,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,200435.8252,530170.0754
729,AE543,2007300215,4143010600,377091151D,MNG001,2007300008,,65.93000031,1.35000002,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,200361.4914,530171.6098
730,AE543,2007300216,4143010600,377091151D,MNG001,2007300008,,61.66999817,1.30999994,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,200367.0664,530185.685
731,AE543,2007300217,4143010600,377091161A,MNG001,2007300187,,138.8200073,1.38999999,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,200192.9235,529904.484
732,AE543,2007300218,4143010600,377091152C,MNG001,2007300008,,9.78999996,1.38999999,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,200454.7691,530167.0642
733,AE543,2007300219,4143010600,377091152C,MNG001,2007300008,,10.94999981,1.36000001,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,200466.4493,530160.8272
734,AE543,2007300220,4143010600,377091152D,MNG001,2007300009,,9.78999996,1.34000003,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,200775.8697,530127.208
735,AE543,2007300221,4143010600,377091152D,MNG001,2007300012,,142.8699951,1.49000001,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,200711.624,530121.4155
736,AE543,2007300222,4143010600,377091152D,MNG001,2007300009,,13.93999958,1.34000003,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,200789.8494,530157.3104
